title,year,genres,description,language,poster_url,combined
Point Break,2015,"Action,Crime,Sport","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",,https://image.tmdb.org/t/p/w500/z7JOvw5Lqs9ezoFTJxmz3nx3av2.jpg,"Point Break A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists. Action,Crime,Sport"
Pompeii,2014,"Action,Adventure,Drama","A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",,https://image.tmdb.org/t/p/w500/dxxM3lLDjGRC50i5rhvfQziskAN.jpg,"Pompeii A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him. Action,Adventure,Drama"
Popstar: Never Stop Never Stopping,2016,"Comedy,Music","When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",,https://image.tmdb.org/t/p/w500/jBZeZZNjYBUU21zFvBnin5n62bv.jpg,"Popstar: Never Stop Never Stopping When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status. Comedy,Music"
Precious,2009,Drama,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",,https://image.tmdb.org/t/p/w500/d4ltLIDbvZskSwbzXqi0Hfv5ma4.jpg,"Precious In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction. Drama"
Predators,2010,"Action,Adventure,Sci-Fi",A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,,https://image.tmdb.org/t/p/w500/sx5EuckP7SBQrlMlxg0PLt282WS.jpg,"Predators A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race. Action,Adventure,Sci-Fi"
Predestination,2014,"Drama,Mystery,Sci-Fi","For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",,https://image.tmdb.org/t/p/w500/38Xr1JnV1ZcLQ55zmdSp6n475cZ.jpg,"Predestination For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos. Drama,Mystery,Sci-Fi"
Pride and Prejudice and Zombies,2016,"Action,Horror,Romance",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,,https://image.tmdb.org/t/p/w500/jsJlOhVHiz1xXr36616EI8tJ4b2.jpg,"Pride and Prejudice and Zombies Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies. Action,Horror,Romance"
Prince of Persia: The Sands of Time,2010,"Action,Adventure,Fantasy",A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,,https://image.tmdb.org/t/p/w500/r9nw8LMdewMvRdNkEy0GH8yQ4n0.jpg,"Prince of Persia: The Sands of Time A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time. Action,Adventure,Fantasy"
Prisoners,2013,"Crime,Drama,Mystery","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",,https://image.tmdb.org/t/p/w500/jsS3a3ep2KyBVmmiwaz3LvK49b1.jpg,"Prisoners When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. Crime,Drama,Mystery"
Project X,2012,Comedy,"3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",,https://image.tmdb.org/t/p/w500/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,"Project X 3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads. Comedy"
Prometheus,2012,"Adventure,Mystery,Sci-Fi","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",,https://image.tmdb.org/t/p/w500/qsYQflQhOuhDpQ0W2aOcwqgDAeI.jpg,"Prometheus Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone. Adventure,Mystery,Sci-Fi"
Public Enemies,2009,"Biography,Crime,Drama","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",,https://image.tmdb.org/t/p/w500/3KgtekisQBrHRsm2cD5UOB6Ce3k.jpg,"Public Enemies The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s. Biography,Crime,Drama"
Quantum of Solace,2008,"Action,Adventure,Thriller","James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",,https://image.tmdb.org/t/p/w500/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,"Quantum of Solace James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love. Action,Adventure,Thriller"
Queen of Katwe,2016,"Biography,Drama,Sport",A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,,https://image.tmdb.org/t/p/w500/m8V2ud6uhV7qH6wEDoQ4Ujw99ji.jpg,"Queen of Katwe A Ugandan girl sees her world rapidly change after being introduced to the game of chess. Biography,Drama,Sport"
Rambo,2008,"Action,Thriller,War","In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",,https://image.tmdb.org/t/p/w500/3mInub5c8o00H7EJ1TrjAqOzIuc.jpg,"Rambo In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit. Action,Thriller,War"
Ratatouille,2007,"Animation,Comedy,Family",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,,https://image.tmdb.org/t/p/w500/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,"Ratatouille A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant. Animation,Comedy,Family"
Raw (II),2016,"Drama,Horror","When a young vegetarian undergoes a carnivorous hazing ritual at vet school, an unbidden taste for meat begins to grow in her.",,,"Raw (II) When a young vegetarian undergoes a carnivorous hazing ritual at vet school, an unbidden taste for meat begins to grow in her. Drama,Horror"
Real Steel,2011,"Action,Drama,Family","In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",,https://image.tmdb.org/t/p/w500/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,"Real Steel In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot. Action,Drama,Family"
Realive,2016,Sci-Fi,"Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary ÃÂ»",,https://image.tmdb.org/t/p/w500/zoNkwsc1nuCpoacOxk4gYKIKl7t.jpg,"Realive Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary ÃÂ» Sci-Fi"
RED,2010,"Action,Comedy,Crime","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",,https://image.tmdb.org/t/p/w500/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg,"RED When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants. Action,Comedy,Crime"
Red Dawn,2012,"Action,Thriller",A group of teenagers look to save their town from an invasion of North Korean soldiers.,,https://image.tmdb.org/t/p/w500/aHdxKDX36NOEYE2NyAyP7ThuAcm.jpg,"Red Dawn A group of teenagers look to save their town from an invasion of North Korean soldiers. Action,Thriller"
Regression,2015,"Crime,Drama,Mystery",A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.,,https://image.tmdb.org/t/p/w500/luHpMTmU1ygtEgdOTSSj0i9nd8E.jpg,"Regression A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman. Crime,Drama,Mystery"
Relatos salvajes,2014,"Comedy,Drama,Thriller",Six short stories that explore the extremities of human behavior involving people in distress.,,https://image.tmdb.org/t/p/w500/ucFsh8uU0Lsw7zouQFaRrs2ElOs.jpg,"Relatos salvajes Six short stories that explore the extremities of human behavior involving people in distress. Comedy,Drama,Thriller"
Remember Me,2010,"Drama,Romance","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",,https://image.tmdb.org/t/p/w500/j7umuMiLCHvWT7wYhFKJOTFSokF.jpg,"Remember Me A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder. Drama,Romance"
Rescue Dawn,2006,"Adventure,Biography,Drama",A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,,https://image.tmdb.org/t/p/w500/ymPlV2ymUBSctfRzpehFOxFmJiS.jpg,"Rescue Dawn A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War. Adventure,Biography,Drama"
Resident Evil: Afterlife,2010,"Action,Adventure,Horror","While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.",,https://image.tmdb.org/t/p/w500/nYPc4sJdCZLY7YFYUmqXXYt3luH.jpg,"Resident Evil: Afterlife While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia. Action,Adventure,Horror"
Resident Evil: Retribution,2012,"Action,Horror,Sci-Fi",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,,https://image.tmdb.org/t/p/w500/ohdUDWVlcbuWphaLu6wS91xdJ73.jpg,"Resident Evil: Retribution Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility. Action,Horror,Sci-Fi"
Resident Evil: The Final Chapter,2016,"Action,Horror,Sci-Fi","Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",,https://image.tmdb.org/t/p/w500/7glPlA0xPpxPxBu0TnY4ulQVCV1.jpg,"Resident Evil: The Final Chapter Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse. Action,Horror,Sci-Fi"
